epoch,train_loss,val_loss,train_acc,val_acc,train_f1,val_f1
1,1.1058604387601714,1.0993256568908691,0.336807364947021,0.3333333333333333,0.3367144866301521,0.16666666666666666
2,1.1004825542013286,1.0991069078445435,0.33229112384922704,0.33611111111111114,0.3123483970514583,0.2034877159391187
3,1.0988061627891095,1.0995174646377563,0.3388917839152336,0.3277777777777778,0.2611881697252875,0.1679056995512692
4,1.0992610445862452,1.098783016204834,0.33732846968907415,0.33194444444444443,0.3240598109280976,0.16614529023288147
5,1.0995156297423638,1.098807454109192,0.32846968907417057,0.33194444444444443,0.28665879734427596,0.16614529023288147
6,1.0996508526681963,1.0986690521240234,0.328643390654855,0.32083333333333336,0.2335793897511225,0.24148153859689184
7,1.098811683854399,1.099043846130371,0.3236060448150078,0.3333333333333333,0.2882751200822023,0.16666666666666666
8,1.0984741861008098,1.099171757698059,0.3439291297550808,0.3347222222222222,0.32215275917682945,0.19814015914102193
9,1.0993433383390352,1.0988831520080566,0.32760118117074866,0.325,0.19280832495374592,0.18417419261472753
10,1.0995412497796262,1.0988258123397827,0.33003300330033003,0.3333333333333333,0.194917073227696,0.16666666666666666
11,1.09861465825251,1.0986756086349487,0.3326385270105958,0.33055555555555555,0.21377814625012737,0.16562282533054976
12,1.0986632166253376,1.0991597175598145,0.33090151120375194,0.33055555555555555,0.3087214105517517,0.25513409783803026
13,1.0995041047489351,1.0991321802139282,0.3350703491401772,0.33055555555555555,0.20395499995439212,0.20306100876610766
14,1.098809187623886,1.0989105701446533,0.3380232760118117,0.32083333333333336,0.28627641946403054,0.24156162664120362
15,1.098475843310791,1.098907470703125,0.3328122285912802,0.3402777777777778,0.2835313818777016,0.25179924569179596
16,1.098914649226878,1.0986292362213135,0.3359388570435991,0.33194444444444443,0.20232552055259992,0.2498887825867021
17,1.0980191897327172,1.0995121002197266,0.3371547681083898,0.3333333333333333,0.20484282155023062,0.16666666666666666
18,1.0991100784140742,1.098771333694458,0.32968560013896125,0.33611111111111114,0.25407126475834246,0.17528849163023794
19,1.0987220398146016,1.099131464958191,0.33958659023797116,0.3333333333333333,0.18831560871016415,0.16666666666666666
20,1.0981062573858158,1.0991123914718628,0.34844537085287475,0.32916666666666666,0.27767556828330314,0.2083895461620352
21,1.0989343816256263,1.099292278289795,0.3333333333333333,0.33055555555555555,0.26602026455003197,0.2593204314793088
22,1.097797368909204,1.0994185209274292,0.34340802501302764,0.31527777777777777,0.3018790976633308,0.30527285430624623
23,1.097975314854126,1.0992844104766846,0.34288692027097445,0.3277777777777778,0.33651197769609364,0.2454901675340588
24,1.0990523068839029,1.098495602607727,0.3381969775924961,0.33055555555555555,0.2228108633538793,0.17800272927378502
25,1.0965770884729704,1.0892493724822998,0.3439291297550808,0.4111111111111111,0.28766985357769786,0.3277911406882303
26,1.0850112917772365,1.0747249126434326,0.41479937467430955,0.43472222222222223,0.35779641679084634,0.36926832972007845
27,1.0068083013410636,1.0042067766189575,0.468820566267153,0.4708333333333333,0.44203153816864793,0.41293060777746016
28,0.9743318993204145,1.0191689729690552,0.49261768282091367,0.45555555555555555,0.4892654987133214,0.36961998772661814
29,0.9916548811770239,0.9965111017227173,0.4808059753343755,0.4708333333333333,0.4808794562604721,0.39354707792207794
30,0.978433940059426,0.9903956055641174,0.48966475594927916,0.4736111111111111,0.420755302341086,0.4173694937124129
31,0.9573137536631994,1.0072046518325806,0.5155462914712524,0.48333333333333334,0.5002557533934648,0.43761335784095806
32,0.964289710104248,0.9922433495521545,0.5037345839847143,0.4875,0.4716061736704649,0.453760024362803
33,0.9593009781005049,0.9976611733436584,0.49730762549939206,0.4847222222222222,0.4785753053156103,0.4796825091208663
34,0.9655291150484686,0.9985466599464417,0.5047767934688205,0.4847222222222222,0.5008049196323766,0.4538829183872024
35,0.9570192469684163,0.9957209229469299,0.5118985582768804,0.48055555555555557,0.49428787332672225,0.4689409814481202
36,0.9610658820892594,1.0072169303894043,0.4978287302414452,0.4861111111111111,0.49128255714663754,0.4606376332108228
37,0.9584784107384674,0.99257892370224,0.5013027618551329,0.4847222222222222,0.46281822972014064,0.4427378840406366
38,0.9525718275966879,1.0050193071365356,0.5058190029529269,0.48194444444444445,0.4755628149671863,0.4642319531567784
39,0.9584561382417611,0.9938860535621643,0.5023449713392392,0.4847222222222222,0.49886260964165413,0.47090356694296526
40,0.9680833285708424,0.997653603553772,0.49765502866076083,0.4888888888888889,0.4829665447526907,0.4498824338062278
41,0.945878656597545,0.9992251396179199,0.5179781136008338,0.49166666666666664,0.48013961010001266,0.46103581781230685
42,0.9574229655962386,1.0055128335952759,0.5092930345666146,0.4888888888888889,0.4938774445211955,0.4596528600176571
