epoch,train_loss,val_loss,train_acc,val_acc,train_f1,val_f1
1,1.1030465807631897,1.0993836707837799,0.3323934837092732,0.3333333333333333,0.3237014778416299,0.16666666666666666
2,1.0999850437057546,1.0988261462652196,0.3322890559732665,0.3433583959899749,0.3319817930283504,0.26196267883559554
3,1.0990755494276283,1.0982477188907072,0.34325396825396826,0.3333333333333333,0.3101953514248211,0.16666666666666666
4,1.0984716978089055,1.0988670555670856,0.3442982456140351,0.3333333333333333,0.33075349311097585,0.16666666666666666
5,1.0983742678673345,1.0972882606829817,0.3467000835421888,0.366750208855472,0.33152571936737046,0.2946391679400789
6,1.0978655140899876,1.0974897523671263,0.35578529657477026,0.3341687552213868,0.3538838241793572,0.22467214387164228
7,1.097176162222573,1.0982002084615734,0.34461152882205515,0.33500417710944025,0.31067552559252537,0.17344546645896694
8,1.097704597881862,1.097326417813823,0.3422096908939014,0.3341687552213868,0.3222979936217972,0.1890788273766997
9,1.0852974665194826,1.1385788527148508,0.3743734335839599,0.42105263157894735,0.306177693612653,0.3549022096414567
10,1.0433556200966003,0.9908383115690355,0.44120718462823727,0.48370927318295737,0.4234008123639492,0.4133295061133508
11,1.005193929524848,0.9891982784645699,0.48652882205513787,0.4878863826232247,0.40473045060808205,0.3982010694499089
12,0.9940776322021421,0.9893960499624063,0.47869674185463656,0.48705096073517123,0.46292634273298167,0.3917211328976034
13,1.0006420884713991,0.9880278524798758,0.4737886382623225,0.48370927318295737,0.4018089252070469,0.40043006317745794
14,0.9976107508516749,0.9858546960124794,0.4810985797827903,0.4853801169590643,0.45820355833338394,0.4267598544366222
15,0.9987388729252413,0.9901999181374571,0.47775689223057644,0.47702589807852963,0.45836410386597753,0.4658519000586989
16,0.9947244367105521,0.9975010021189002,0.47389306599832914,0.48120300751879697,0.4619181263302546,0.43397397117905284
17,0.9919111307402303,0.9827277632484659,0.48778195488721804,0.4853801169590643,0.4491040672467468,0.45024700509535487
18,0.9907163264060279,0.9864663526029913,0.49394319131161235,0.4828738512949039,0.46372645430816023,0.42862718006244166
19,0.9991206125408386,0.9843592472442907,0.4817251461988304,0.4878863826232247,0.4645270749340548,0.4756789482591897
20,1.0017285884771132,0.9839262559997508,0.4718045112781955,0.48454469507101083,0.45944318808921825,0.470954011672802
21,0.9964716395638641,0.9878499004974302,0.4810985797827903,0.48705096073517123,0.4779091958350283,0.46490345597821453
22,0.9949532460449333,0.9874661860111463,0.4788011695906433,0.48370927318295737,0.4347199217568784,0.4362602111399035
23,0.9966032187343141,0.9848422069995724,0.4824561403508772,0.48705096073517123,0.43517900210776456,0.41987882838008267
24,1.0013490997958203,0.9862660207445659,0.4766081871345029,0.47619047619047616,0.4126085124818033,0.4139719269501887
25,0.9935010287198008,0.9868441560214624,0.4747284878863826,0.48203842940685043,0.43832690962411786,0.47828111207856777
26,0.9990894268628648,0.9886878032732129,0.47326649958228906,0.4753550543024227,0.46915780483138403,0.4552250255816342
27,0.9942015216264908,0.9836640422704723,0.4847535505430242,0.4828738512949039,0.4709857936653384,0.4569417902751236
28,0.9883970923989439,0.9898454754573659,0.49373433583959897,0.4853801169590643,0.4544053575855161,0.411214531860538
29,1.0016660392533367,0.9878918273108346,0.47639933166248954,0.4803675856307435,0.41778020585368303,0.41545169343896693
30,0.9994139304834301,0.984336190952693,0.4755639097744361,0.4778613199665831,0.4626230134444249,0.47740431546053136
31,0.9982162787203204,0.9890490293303628,0.48099415204678364,0.47201336675020883,0.46925978726157963,0.4517863082477691
32,0.9930981455888963,0.9844532039828766,0.4826649958228906,0.4878863826232247,0.4457517092786416,0.4652874915735616
33,0.9983795372366208,0.9850674262122502,0.4724310776942356,0.4853801169590643,0.46077626443187025,0.47302212057312615
34,0.995013123367265,0.982526223263147,0.47692147034252297,0.48872180451127817,0.4442846807773148,0.44350750299097824
35,0.9917496342208849,0.9829884053471692,0.48026315789473684,0.48705096073517123,0.43468678657812543,0.4345110304601329
36,0.9953884621809798,0.9818355553132251,0.48652882205513787,0.48955722639933164,0.41880252396848655,0.41013280239000566
37,0.9913254406119548,0.9863744466227099,0.48903508771929827,0.48203842940685043,0.4057625178096031,0.39660232142636986
38,0.9983774769176715,0.9858343756587284,0.47201336675020883,0.48203842940685043,0.41048650945129705,0.45486642877953415
39,0.9961214144227897,0.98291303868481,0.47942773600668337,0.48872180451127817,0.4555442564513241,0.4550238751556382
40,0.9905038715504365,0.9843554052593515,0.4842314118629908,0.48370927318295737,0.46254358828171727,0.4568690066136951
41,0.9950979534247166,0.9845127862198908,0.4836048454469507,0.48454469507101083,0.439461082123564,0.4103506143872046
42,0.9936380940571166,0.9863623302980772,0.47984544695071013,0.47953216374269003,0.4215555229228349,0.42266471780832954
43,0.988688101744592,0.9835273490513775,0.4847535505430242,0.48872180451127817,0.45023764982915876,0.43883204040577556
44,0.989982661597412,0.9803017519271264,0.4804720133667502,0.48120300751879697,0.45771027419702554,0.45356478256823735
45,0.9990626226989249,0.9833870389208559,0.47692147034252297,0.48454469507101083,0.4447723355294191,0.4225121024568315
46,0.9993453254377035,0.9841055967654401,0.47201336675020883,0.48370927318295737,0.4053219017117349,0.4014408322852212
47,0.9993207572197655,0.9823689413947071,0.47869674185463656,0.48705096073517123,0.3924440240131615,0.39524947330506094
48,0.9882878482391562,0.9842803286032171,0.48715538847117795,0.48454469507101083,0.41900795923103296,0.45554220152411345
49,0.9929088671305026,0.9835656310681412,0.4878863826232247,0.47368421052631576,0.47182346873352793,0.45062355382608255
50,0.9936944648635915,0.9839652073612388,0.47963659147869675,0.48872180451127817,0.4476527886366774,0.42170353737124094
51,0.986458070495274,0.9813694497796029,0.4836048454469507,0.467000835421888,0.45301913113421266,0.4631788675669273
52,0.998177148843668,0.9879135929153876,0.4776524644945698,0.48203842940685043,0.45417966396128645,0.402916693972569
53,0.9926839520160416,0.9810343674051831,0.47201336675020883,0.48120300751879697,0.44560816588999286,0.4740334596191782
54,0.9905657419186388,0.9808914738091808,0.4791144527986633,0.48872180451127817,0.46238139305529896,0.3946295863791269
55,0.9986281305327451,0.9832699726099956,0.47639933166248954,0.48872180451127817,0.4142137271919751,0.3932584659110603
